,id,deveui,unix_time,client_id,created_at,Status,Sensor ID,Events,Height,Voltage,Temperature,Tilt,Tx Event,Messagetype
6457,597947,70B3D50070001701,1588980398424,hi3,2020-05-09 01:26:38.603913,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,64 cm,3600 mV,18 C,0 Degree,53 Times,
6456,598181,70B3D50070001701,1588983998256,hi3,2020-05-09 02:26:38.430417,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,64 cm,3620 mV,18 C,0 Degree,54 Times,
6455,598441,70B3D50070001701,1588987598087,hi3,2020-05-09 03:26:38.259544,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,64 cm,3620 mV,18 C,0 Degree,55 Times,
6454,599211,70B3D50070001701,1588998397606,hi3,2020-05-09 06:26:37.767467,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,88 cm,3610 mV,15 C,0 Degree,58 Times,
6453,599465,70B3D50070001701,1589001997432,hi3,2020-05-09 07:26:37.589893,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,64 cm,3620 mV,17 C,0 Degree,59 Times,
6452,599709,70B3D50070001701,1589005604223,hi3,2020-05-09 08:26:44.378077,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,64 cm,3620 mV,19 C,0 Degree,60 Times,
6451,600204,70B3D50070001701,1589012796862,hi3,2020-05-09 10:26:37.012913,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,62 cm,3630 mV,20 C,0 Degree,62 Times,
6450,600463,70B3D50070001701,1589016396816,hi3,2020-05-09 11:26:36.963005,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,62 cm,3640 mV,25 C,0 Degree,63 Times,
6449,600703,70B3D50070001701,1589019996724,hi3,2020-05-09 12:26:36.865723,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,64 cm,3640 mV,22 C,1 Degree,64 Times,
6448,600938,70B3D50070001701,1589023596308,hi3,2020-05-09 13:26:36.445126,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,62 cm,3640 mV,20 C,0 Degree,65 Times,
6447,601185,70B3D50070001701,1589027195987,hi3,2020-05-09 14:26:36.120214,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,82 cm,3640 mV,19 C,0 Degree,66 Times,
6446,601446,70B3D50070001701,1589030795988,hi3,2020-05-09 15:26:36.117508,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,62 cm,3630 mV,19 C,0 Degree,67 Times,
6445,601696,70B3D50070001701,1589034395773,hi3,2020-05-09 16:26:35.900183,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,64 cm,3630 mV,20 C,0 Degree,68 Times,
6444,602219,70B3D50070001701,1589041595492,hi3,2020-05-09 18:26:35.61174,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,64 cm,3630 mV,20 C,0 Degree,70 Times,
6443,602495,70B3D50070001701,1589045195225,hi3,2020-05-09 19:26:37.082802,"['SS', 'Standalone', 'version_184']",70001701,SENS_EVENT_MEASURE,62 cm,3630 mV,20 C,0 Degree,71 Times,
