,id,deveui,unix_time,client_id,created_at,Status,Sensor ID,Events,Height,Voltage,Temperature,Tilt,Tx Event,Messagetype
7488,598335,70B3D5007000173A,1588985879280,hi3,2020-05-09 02:57:59.452522,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,56 cm,3600 mV,21 C,0 Degree,139 Times,
7487,598584,70B3D5007000173A,1588989479111,hi3,2020-05-09 03:57:59.280313,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,56 cm,3600 mV,21 C,0 Degree,140 Times,
7486,598856,70B3D5007000173A,1588993088403,hi3,2020-05-09 04:58:08.573403,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,56 cm,3600 mV,21 C,0 Degree,141 Times,
7485,599110,70B3D5007000173A,1588996680155,hi3,2020-05-09 05:58:00.318244,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,56 cm,3600 mV,21 C,0 Degree,142 Times,
7484,599363,70B3D5007000173A,1589000279824,hi3,2020-05-09 06:57:59.982622,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,56 cm,3600 mV,19 C,0 Degree,143 Times,
7483,599859,70B3D5007000173A,1589007479707,hi3,2020-05-09 08:57:59.857949,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,50 cm,3610 mV,22 C,0 Degree,145 Times,
7482,600109,70B3D5007000173A,1589011079538,hi3,2020-05-09 09:57:59.685735,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,52 cm,3610 mV,22 C,0 Degree,146 Times,
7481,600358,70B3D5007000173A,1589014679129,hi3,2020-05-09 10:57:59.273252,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,58 cm,3620 mV,26 C,0 Degree,147 Times,
7480,600604,70B3D5007000173A,1589018278940,hi3,2020-05-09 11:57:59.08379,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,50 cm,3620 mV,24 C,0 Degree,148 Times,
7479,601099,70B3D5007000173A,1589025478583,hi3,2020-05-09 13:57:58.721225,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,40 cm,3620 mV,24 C,0 Degree,150 Times,
7478,601337,70B3D5007000173A,1589029078574,hi3,2020-05-09 14:57:58.709044,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,40 cm,3620 mV,23 C,0 Degree,151 Times,
7477,601599,70B3D5007000173A,1589032678385,hi3,2020-05-09 15:57:58.513314,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,40 cm,3620 mV,23 C,0 Degree,152 Times,
7476,601843,70B3D5007000173A,1589036278056,hi3,2020-05-09 16:57:58.181551,"['SS', 'Standalone', 'version_184']",7000173a,SENS_EVENT_MEASURE,34 cm,3620 mV,22 C,0 Degree,153 Times,
