,id,deveui,unix_time,client_id,created_at,Status,Sensor ID,Events,Height,Voltage,Temperature,Tilt,Tx Event,Messagetype
7234,598005,70B3D500700016E5,1588981773438,hi3,2020-05-09 01:49:33.615246,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,96 cm,3590 mV,12 C,1 Degree,162 Times,
7233,598251,70B3D500700016E5,1588985377190,hi3,2020-05-09 02:49:37.365573,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,96 cm,3590 mV,13 C,1 Degree,163 Times,
7232,598500,70B3D500700016E5,1588988972961,hi3,2020-05-09 03:49:33.130492,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,96 cm,3590 mV,11 C,2 Degree,164 Times,
7231,598748,70B3D500700016E5,1588992572712,hi3,2020-05-09 04:49:32.877295,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,96 cm,3590 mV,10 C,1 Degree,165 Times,
7230,599272,70B3D500700016E5,1588999772254,hi3,2020-05-09 06:49:32.415491,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,96 cm,3590 mV,8 C,2 Degree,167 Times,
7229,599530,70B3D500700016E5,1589003372031,hi3,2020-05-09 07:49:32.190067,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,96 cm,3600 mV,12 C,2 Degree,168 Times,
7228,600030,70B3D500700016E5,1589010571468,hi3,2020-05-09 09:49:31.619132,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,96 cm,3610 mV,14 C,1 Degree,170 Times,
7227,600273,70B3D500700016E5,1589014171199,hi3,2020-05-09 10:49:31.346917,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,90 cm,3620 mV,18 C,1 Degree,171 Times,
7226,600518,70B3D500700016E5,1589017770950,hi3,2020-05-09 11:49:31.092397,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,88 cm,3620 mV,16 C,1 Degree,172 Times,
7225,600762,70B3D500700016E5,1589021370701,hi3,2020-05-09 12:49:30.839069,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,88 cm,3620 mV,16 C,2 Degree,173 Times,
7224,601007,70B3D500700016E5,1589024970432,hi3,2020-05-09 13:49:30.567096,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,88 cm,3620 mV,17 C,1 Degree,174 Times,
7223,601250,70B3D500700016E5,1589028570189,hi3,2020-05-09 14:49:30.321129,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,88 cm,3620 mV,15 C,2 Degree,175 Times,
7222,601519,70B3D500700016E5,1589032169940,hi3,2020-05-09 15:49:30.069446,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,86 cm,3610 mV,14 C,3 Degree,176 Times,
7221,602017,70B3D500700016E5,1589039369436,hi3,2020-05-09 17:49:29.558783,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,86 cm,3610 mV,11 C,2 Degree,178 Times,
7220,602286,70B3D500700016E5,1589042969187,hi3,2020-05-09 18:49:29.3059,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,86 cm,3610 mV,16 C,2 Degree,179 Times,
7219,602561,70B3D500700016E5,1589046570621,hi3,2020-05-09 19:49:30.797332,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,88 cm,3610 mV,12 C,1 Degree,180 Times,
7218,602832,70B3D500700016E5,1589050170372,hi3,2020-05-09 20:49:30.543898,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,86 cm,3610 mV,12 C,2 Degree,181 Times,
7217,603314,70B3D500700016E5,1589057369874,hi3,2020-05-09 22:49:30.044068,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,86 cm,3610 mV,10 C,2 Degree,183 Times,
7216,604066,70B3D500700016E5,1589068168947,hi3,2020-05-10 01:49:29.100635,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,86 cm,3610 mV,11 C,1 Degree,186 Times,
7215,604312,70B3D500700016E5,1589071768698,hi3,2020-05-10 02:49:28.849811,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,86 cm,3600 mV,12 C,1 Degree,187 Times,
7214,604578,70B3D500700016E5,1589075368469,hi3,2020-05-10 03:49:28.615835,"['SS', 'Standalone', 'version_184']",700016e5,SENS_EVENT_MEASURE,86 cm,3600 mV,11 C,1 Degree,188 Times,
